Year,LocationAbbr,LocationDesc,DataSource,Category,Indicator,Response,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,Number,WeightedNumber,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,CategoryID,IndicatorID,Geolocation,LocationID,ResponseID,DataValueTypeID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2
2018,LA,Louisiana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Type,Independent Living Disability,,,DISEST,RACEIND,"(31.31266064400046, -92.44568007099969)",22,RACE05,AGEADJPREV,DISTYPE,INDDIS,,
2018,MT,Montana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,19.7,19.7,,,11.3,32.0,18,5180,Disability Type,Cognitive Disability,,,DISEST,RACEIND,"(47.06652897200047, -109.42442064499971)",30,RACE03,AGEADJPREV,DISTYPE,COGDIS,,
2018,OK,Oklahoma,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,31.6,31.6,,,25.8,37.9,98,63202,Disability Status,Any Disability,,,DISEST,RACEIND,"(35.47203135600046, -97.52107021399968)",40,RACE02,AGEADJPREV,DISSTAT,DISABL,,
2018,CO,Colorado,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,67.8,67.8,,,65.7,69.8,1827,507021,Disability Status,No Disability,,,DISEST,AGEIND,"(38.843840757000464, -106.13361092099967)",08,AGE03,PREV,DISSTAT,NODIS,,
2018,TN,Tennessee,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Type,Self-care Disability,,,DISEST,RACEIND,"(35.68094058000048, -85.77449091399967)",47,RACE07,AGEADJPREV,DISTYPE,SELFDIS,,
2018,NY,New York,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,64.8,64.8,,,62.1,67.4,1791,1695376,Disability Status,No Disability,,,DISEST,RACEIND,"(42.82700103200045, -75.54397042699964)",36,RACE03,AGEADJPREV,DISSTAT,NODIS,,
2018,IA,Iowa,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Type,Mobility Disability,,,DISEST,RACEIND,"(42.46940091300047, -93.81649055599968)",19,RACE05,AGEADJPREV,DISTYPE,MOBDIS,,
2018,CA,California,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,4.0,4.0,,,2.4,6.4,27,181417,Disability Type,Hearing Disability,,,DISEST,RACEIND,"(37.63864012300047, -120.99999953799971)",06,RACE05,AGEADJPREV,DISTYPE,HEARDIS,,
2018,DE,Delaware,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,29.3,29.3,,,19.3,41.8,32,2298,Disability Type,Cognitive Disability,,,DISEST,RACEIND,"(39.008830667000495, -75.57774116799965)",10,RACE04,AGEADJPREV,DISTYPE,COGDIS,,
2018,NC,North Carolina,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Status,No Disability,,,DISEST,RACEIND,"(35.466220975000454, -79.15925046299964)",37,RACE06,AGEADJPREV,DISSTAT,NODIS,,
2018,WV,West Virginia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Type,Mobility Disability,,,DISEST,RACEIND,"(38.66551020200046, -80.71264013499967)",54,RACE05,AGEADJPREV,DISTYPE,MOBDIS,,
2018,MS,Mississippi,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,24.6,24.6,,,16.7,34.7,24,8070,Disability Type,Mobility Disability,,,DISEST,RACEIND,"(32.745510099000455, -89.53803082499968)",28,RACE04,AGEADJPREV,DISTYPE,MOBDIS,,
2018,HI,Hawaii,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Type,Independent Living Disability,,,DISEST,RACEIND,"(21.304850435000446, -157.85774940299973)",15,RACE02,AGEADJPREV,DISTYPE,INDDIS,,
2018,MS,Mississippi,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,38.3,38.3,,,36.2,40.5,1542,476072,Disability Status,Any Disability,,,DISEST,SEXIND,"(32.745510099000455, -89.53803082499968)",28,SEX02,AGEADJPREV,DISSTAT,DISABL,,
2018,HHS1,HHS Region 1,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Type,Mobility Disability,,,DISEST,RACEIND,,80,RACE06,AGEADJPREV,DISTYPE,MOBDIS,,
2018,TX,Texas,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Type,Independent Living Disability,,,DISEST,RACEIND,"(31.827240407000488, -99.42677020599967)",48,RACE06,AGEADJPREV,DISTYPE,INDDIS,,
2018,AR,Arkansas,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,41.5,41.5,,,29.8,54.3,39,15113,Disability Status,Any Disability,,,DISEST,RACEIND,"(34.74865012400045, -92.27449074299966)",05,RACE07,AGEADJPREV,DISSTAT,DISABL,,
2018,MA,Massachusetts,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,5.3,5.3,,,3.0,9.1,41,25990,Disability Type,Vision Disability,,,DISEST,VETIND,"(42.27687047000046, -72.08269067499964)",25,VET1,AGEADJPREV,DISTYPE,VISDIS,,
2018,ID,Idaho,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,75.4,75.4,,,73.2,77.5,2163,823912,Disability Status,No Disability,,,DISEST,VETIND,"(43.682630005000476, -114.3637300419997)",16,VET2,AGEADJPREV,DISSTAT,NODIS,,
2018,OK,Oklahoma,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,6.8,6.8,,,3.8,11.9,15,17495,Disability Type,Independent Living Disability,,,DISEST,RACEIND,"(35.47203135600046, -97.52107021399968)",40,RACE03,AGEADJPREV,DISTYPE,INDDIS,,
2018,NJ,New Jersey,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,6.5,6.5,,,4.3,9.6,62,152661,Disability Type,Hearing Disability,,,DISEST,AGEIND,"(40.13057004800049, -74.27369128799967)",34,AGE02,PREV,DISTYPE,HEARDIS,,
2018,MO,Missouri,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,17.3,17.3,,,15.6,19.3,910,466468,Disability Type,Mobility Disability,,,DISEST,SEXIND,"(38.635790776000476, -92.56630005299968)",29,SEX02,AGEADJPREV,DISTYPE,MOBDIS,,
2018,OR,Oregon,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,72.1,72.1,,,69.9,74.2,2095,1143771,Disability Status,No Disability,,,DISEST,SEXIND,"(44.56744942400047, -120.15503132599969)",41,SEX02,AGEADJPREV,DISSTAT,NODIS,,
2018,MN,Minnesota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,7.7,7.7,,,7.1,8.4,790,175216,Disability Type,Mobility Disability,,,DISEST,SEXIND,"(46.35564873600049, -94.79420050299967)",27,SEX01,AGEADJPREV,DISTYPE,MOBDIS,,
2018,HHS5,HHS Region 5,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,9.1,9.1,,,7.5,11.1,192,228124,Disability Type,Independent Living Disability,,,DISEST,RACEIND,,84,RACE03,AGEADJPREV,DISTYPE,INDDIS,,
2018,WI,Wisconsin,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,85.2,85.2,,,82.6,87.5,1129,1597883,Disability Status,No Disability,,,DISEST,AGEIND,"(44.39319117400049, -89.81637074199966)",55,AGE01,PREV,DISSTAT,NODIS,,
2018,VT,Vermont,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Type,Mobility Disability,,,DISEST,RACEIND,"(43.62538123900049, -72.51764079099962)",50,RACE05,AGEADJPREV,DISTYPE,MOBDIS,,
2018,ME,Maine,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Status,No Disability,,,DISEST,RACEIND,"(45.254228894000505, -68.98503133599962)",23,RACE02,AGEADJPREV,DISSTAT,NODIS,,
2018,MT,Montana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,4.4,4.4,,,3.2,6.1,61,15465,Disability Type,Independent Living Disability,,,DISEST,AGEIND,"(47.06652897200047, -109.42442064499971)",30,AGE01,PREV,DISTYPE,INDDIS,,
2018,RI,Rhode Island,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,18.5,18.5,,,14.4,23.5,75,18571,Disability Type,Cognitive Disability,,,DISEST,RACEIND,"(41.70828019300046, -71.52247031399963)",44,RACE03,AGEADJPREV,DISTYPE,COGDIS,,
2018,IL,Illinois,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,79.2,79.2,,,77.2,81.0,1898,3666200,Disability Status,No Disability,,,DISEST,SEXIND,"(40.48501028300046, -88.99771017799969)",17,SEX01,AGEADJPREV,DISSTAT,NODIS,,
2018,WY,Wyoming,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,4.1,4.1,,,3.1,5.5,60,5770,Disability Type,Self-care Disability,,,DISEST,AGEIND,"(43.23554134300048, -108.10983035299967)",56,AGE02,PREV,DISTYPE,SELFDIS,,
2018,HHS6,HHS Region 6,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,7.5,7.5,,,5.7,9.8,767,435822,Disability Type,Self-care Disability,,,DISEST,AGEIND,,85,AGE03,PREV,DISTYPE,SELFDIS,,
2018,IN,Indiana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Type,Hearing Disability,,,DISEST,RACEIND,"(39.766910452000445, -86.14996019399968)",18,RACE07,AGEADJPREV,DISTYPE,HEARDIS,,
2018,HHS8,HHS Region 8,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,24.9,24.9,,,15.1,38.1,11,3811,Disability Type,Mobility Disability,,,DISEST,RACEIND,,87,RACE06,AGEADJPREV,DISTYPE,MOBDIS,,
2018,HHS3,HHS Region 3,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,73.2,73.2,,,72.0,74.3,12876,5791444,Disability Status,No Disability,,,DISEST,AGEIND,,82,AGE02,PREV,DISSTAT,NODIS,,
2018,OK,Oklahoma,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,60.4,60.4,,,57.6,63.1,1069,556081,Disability Status,No Disability,,,DISEST,AGEIND,"(35.47203135600046, -97.52107021399968)",40,AGE02,PREV,DISSTAT,NODIS,,
2018,MN,Minnesota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,13.9,13.9,,,11.5,16.7,422,82553,Disability Type,Hearing Disability,,,DISEST,VETIND,"(46.35564873600049, -94.79420050299967)",27,VET1,AGEADJPREV,DISTYPE,HEARDIS,,
2018,TX,Texas,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,84.6,84.6,,,74.8,91.1,208,771715,Disability Status,No Disability,,,DISEST,RACEIND,"(31.827240407000488, -99.42677020599967)",48,RACE05,AGEADJPREV,DISSTAT,NODIS,,
2018,AL,Alabama,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,51.4,51.4,,,48.8,53.9,1227,418600,Disability Status,No Disability,,,DISEST,AGEIND,"(32.84057112200048, -86.63186076199969)",01,AGE03,PREV,DISSTAT,NODIS,,
2018,AR,Arkansas,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,8.0,8.0,,,6.3,10.0,161,87984,Disability Type,Independent Living Disability,,,DISEST,SEXIND,"(34.74865012400045, -92.27449074299966)",05,SEX01,AGEADJPREV,DISTYPE,INDDIS,,
2018,GU,Guam,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Type,Mobility Disability,,,DISEST,RACEIND,,66,RACE01,AGEADJPREV,DISTYPE,MOBDIS,,
2018,HHS2,HHS Region 2,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,4.2,4.2,,,3.7,4.7,1423,621872,Disability Type,Hearing Disability,,,DISEST,SEXIND,,81,SEX02,AGEADJPREV,DISTYPE,HEARDIS,,
2018,TX,Texas,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,6.3,6.3,,,5.3,7.5,584,672585,Disability Type,Independent Living Disability,,,DISEST,SEXIND,"(31.827240407000488, -99.42677020599967)",48,SEX02,AGEADJPREV,DISTYPE,INDDIS,,
2018,AK,Alaska,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Type,Cognitive Disability,,,DISEST,RACEIND,"(64.84507995700051, -147.72205903599973)",02,RACE06,AGEADJPREV,DISTYPE,COGDIS,,
2018,WY,Wyoming,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Type,Mobility Disability,,,DISEST,RACEIND,"(43.23554134300048, -108.10983035299967)",56,RACE06,AGEADJPREV,DISTYPE,MOBDIS,,
2018,HI,Hawaii,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,76.7,76.7,,,73.7,79.4,931,124285,Disability Status,No Disability,,,DISEST,RACEIND,"(21.304850435000446, -157.85774940299973)",15,RACE04,AGEADJPREV,DISSTAT,NODIS,,
